title,genres,keywords,cast,crew,budget,revenue,popularity,vote_average,vote_count,overview,main_genre,profit,roi,tags
Practical Magic,"['Drama', 'Fantasy', 'Comedy']","['witch', 'magic', 'sorcery', 'love', 'curse', 'family curse']","['Sandra Bullock', 'Nicole Kidman', 'Evan Rachel Wood']",['Griffin Dunne'],75000000,46683377,15.142701,6.3,338,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",Drama,-28316623,-0.3775549733333333,Drama Fantasy Comedy witch magic sorcery love curse family curse Sandra Bullock Nicole Kidman Evan Rachel Wood Griffin Dunne
The Lego Movie,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['father son relationship', 'creativity', 'friendship', 'part live action', 'toys', 'based on toy', 'falling in love', 'super powers', 'duringcreditsstinger', 'different worlds', 'lego', 'batman']","['Chris Pratt', 'Will Ferrell', 'Elizabeth Banks']",['Phil Lord'],60000000,469160692,59.547928,7.5,3070,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",Adventure,409160692,6.8193448666666665,Adventure Animation Comedy Family Fantasy father son relationship creativity friendship part live action toys based on toy falling in love super powers duringcreditsstinger different worlds lego batman Chris Pratt Will Ferrell Elizabeth Banks Phil Lord
Reign of Fire,"['Adventure', 'Action', 'Fantasy']","['dragon', 'evolution', 'fire chief', 'animated map', 'theatre audience', 'dragonslayer', 'tunnel construction', 'fire repellent', 'drilling', 'iodine']","['Christian Bale', 'Matthew McConaughey', 'Izabella Scorupco']",['Rob Bowman'],60000000,43061982,27.615108,6.0,669,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",Adventure,-16938018,-0.2823003,Adventure Action Fantasy dragon evolution fire chief animated map theatre audience dragonslayer tunnel construction fire repellent drilling iodine Christian Bale Matthew McConaughey Izabella Scorupco Rob Bowman
Gangster Squad,"['Crime', 'Drama', 'Action', 'Thriller']","['los angeles', 'gangster']","['Josh Brolin', 'Ryan Gosling', 'Nick Nolte']",['Ruben Fleischer'],60000000,105200903,29.041198,6.2,1778,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",Crime,45200903,0.7533483833333333,Crime Drama Action Thriller los angeles gangster Josh Brolin Ryan Gosling Nick Nolte Ruben Fleischer
Year One,"['Comedy', 'Adventure']","['temple', 'slavery', 'stone age', 'circumcision', 'hebrews', 'cavemen', 'prehistoric adventure', 'duringcreditsstinger', 'prehistoric times', 'prehistoric man']","['Jack Black', 'Michael Cera', 'Olivia Wilde']",['Harold Ramis'],60000000,62357900,25.293538,4.6,524,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",Comedy,2357900,0.03929833333333333,Comedy Adventure temple slavery stone age circumcision hebrews cavemen prehistoric adventure duringcreditsstinger prehistoric times prehistoric man Jack Black Michael Cera Olivia Wilde Harold Ramis
Invictus,"['Drama', 'History']","['stadium', 'south africa', 'apartheid', 'nelson mandela', 'sport', 'nation', 'rugby', 'president', 'racism', 'poverty', 'celebration', 'duringcreditsstinger']","['Morgan Freeman', 'Matt Damon', 'Tony Kgoroge']",['Clint Eastwood'],60000000,122233971,23.85119,7.0,1125,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",Drama,62233971,1.03723285,Drama History stadium south africa apartheid nelson mandela sport nation rugby president racism poverty celebration duringcreditsstinger Morgan Freeman Matt Damon Tony Kgoroge Clint Eastwood
State of Play,['Action'],"['corruption', 'assassination', 'detective', 'journalist', 'assassin', 'newspaper', 'congress', 'editor-in-chief', 'conspiracy of murder', 'politics', 'election campaign', 'government', 'murder', 'thriller', 'blog', 'reporter']","['Russell Crowe', 'Ben Affleck', 'Rachel McAdams']",['Kevin Macdonald'],60000000,87784194,21.685719,6.7,484,"Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.",Action,27784194,0.4630699,Action corruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracy of murder politics election campaign government murder thriller blog reporter Russell Crowe Ben Affleck Rachel McAdams Kevin Macdonald
Duplicity,"['Romance', 'Comedy', 'Crime']",['spy'],"['Clive Owen', 'Julia Roberts', 'Paul Giamatti']",['Tony Gilroy'],78146652,60000000,13.630049,5.7,201,Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.,Romance,-18146652,-0.23221278884730723,Romance Comedy Crime spy Clive Owen Julia Roberts Paul Giamatti Tony Gilroy
My Favorite Martian,"['Comedy', 'Drama', 'Family', 'Science Fiction']","['alien', 'martian', 'based on tv series', 'fish out of water']","['Jeff Daniels', 'Elizabeth Hurley', 'Daryl Hannah']",['Donald Petrie'],65000000,36850101,6.80692,5.1,80,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",Comedy,-28149899,-0.4330753692307692,Comedy Drama Family Science Fiction alien martian based on tv series fish out of water Jeff Daniels Elizabeth Hurley Daryl Hannah Donald Petrie
The Sentinel,"['Action', 'Thriller', 'Crime']","['usa president', 'agent']","['Michael Douglas', 'Kiefer Sutherland', 'Eva Longoria']",['Clark Johnson'],60000000,77920346,15.352807,5.8,225,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,Action,17920346,0.2986724333333333,Action Thriller Crime usa president agent Michael Douglas Kiefer Sutherland Eva Longoria Clark Johnson
Planet 51,"['Science Fiction', 'Animation', 'Family', 'Comedy', 'Adventure']","['flying saucer', 'alien life-form', 'spaceship', 'alien', 'alien planet', 'planet', 'duringcreditsstinger']","['Dwayne Johnson', 'Seann William Scott', 'Jessica Biel']",['Jorge Blanco'],70000000,104945765,23.661071,5.6,556,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",Science Fiction,34945765,0.49922521428571426,Science Fiction Animation Family Comedy Adventure flying saucer alien life-form spaceship alien alien planet planet duringcreditsstinger Dwayne Johnson Seann William Scott Jessica Biel Jorge Blanco
Star Trek: Nemesis,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['clone', 'assassination', 'ambush', 'federation', 'starfleet', 'enterprise-e', 'romulus', 'android', 'senate', 'self sacrifice', 'telepathy', 'weapon', 'romulans', 'space opera']","['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",['Stuart Baird'],60000000,67312826,21.605533,6.1,479,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",Science Fiction,7312826,0.12188043333333333,Science Fiction Action Adventure Thriller clone assassination ambush federation starfleet enterprise-e romulus android senate self sacrifice telepathy weapon romulans space opera Patrick Stewart Jonathan Frakes Brent Spiner Stuart Baird
Intolerable Cruelty,"['Crime', 'Comedy', 'Romance']","['california', 'assassin', 'infidelity', 'fetish', 'hitman', 'tycoon', 'court', 'satire', 'lawyer', 'inheritance', 'divorce']","['George Clooney', 'Catherine Zeta-Jones', 'Edward Herrmann']",['Joel Coen'],60000000,119940815,22.620125,5.8,391,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,Crime,59940815,0.9990135833333333,Crime Comedy Romance california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce George Clooney Catherine Zeta-Jones Edward Herrmann Joel Coen
Edge of Darkness,"['Crime', 'Drama', 'Mystery', 'Thriller']","['murder', 'violence', 'death of daughter', 'homicide detective']","['Mel Gibson', 'Ray Winstone', 'Danny Huston']",['Martin Campbell'],80000000,74901339,24.657931,6.2,487,"As a seasoned homicide detective, Thomas Craven has seen the bleakest side of humanity. But nothing prepares him for the toughest investigation of his life: the search for his only daughter Emma's killer. Now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and Emma's own mysterious life.",Crime,-5098661,-0.0637332625,Crime Drama Mystery Thriller murder violence death of daughter homicide detective Mel Gibson Ray Winstone Danny Huston Martin Campbell
The Relic,"['Horror', 'Mystery', 'Thriller']","['chicago', 'based on novel', 'monster', 'museum', 'pile of dead bodies', 'god', 'dead body', 'anthropologist', 'indian tribe', 'amazon jungle']","['Penelope Ann Miller', 'Tom Sizemore', 'Linda Hunt']",['Peter Hyams'],60000000,33956608,12.621769,5.8,130,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",Horror,-26043392,-0.4340565333333333,Horror Mystery Thriller chicago based on novel monster museum pile of dead bodies god dead body anthropologist indian tribe amazon jungle Penelope Ann Miller Tom Sizemore Linda Hunt Peter Hyams
Analyze That,"['Comedy', 'Crime']","['prison', 'gold', 'therapist', 'gangster']","['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']",['Harold Ramis'],60000000,55003135,21.08952,5.7,380,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",Comedy,-4996865,-0.08328108333333334,Comedy Crime prison gold therapist gangster Robert De Niro Billy Crystal Lisa Kudrow Harold Ramis
